Category,Region,Age,Gender,Month,Price,Quantity,Revenue,Rating,Discount_Pct,Delivery_Days,Returned,Payment_Method
Electronics,North,24,Male,3,389.05,4,1556.2,4.1,10,2,0,UPI
Clothing,East,64,Female,8,73.5,3,220.5,3.9,15,4,0,Credit Card
Electronics,North,24,Female,3,490.84,2,981.68,4.0,15,6,0,COD
Electronics,East,43,Male,2,342.47,1,342.47,3.9,10,3,0,Net Banking
Beauty,North,57,Male,5,63.86,3,191.58,5.0,10,3,0,UPI
Clothing,West,22,Male,4,106.98,1,106.98,4.4,10,6,0,Credit Card
Sports,South,38,Male,7,75.22,1,75.22,3.9,15,1,0,Net Banking
Clothing,South,31,Male,2,115.36,1,115.36,3.4,15,1,0,Credit Card
Books,North,21,Male,10,26.59,3,79.77,4.1,10,5,0,Credit Card
Books,South,40,Female,11,23.02,1,23.02,5.0,30,1,0,Credit Card
Home & Kitchen,West,59,Male,10,132.7,2,265.4,3.5,0,8,0,UPI
Home & Kitchen,West,37,Male,7,85.59,2,171.18,3.7,5,2,0,Net Banking
Clothing,South,32,Female,11,48.81,1,48.81,3.7,10,6,0,UPI
Clothing,South,62,Female,9,71.33,1,71.33,4.0,0,5,0,Credit Card
Beauty,East,46,Male,1,68.17,3,204.51,3.9,10,4,0,UPI
Sports,West,25,Female,6,142.83,3,428.49,3.9,5,1,0,Debit Card
Beauty,East,58,Male,11,62.9,1,62.9,3.9,10,3,0,Credit Card
Electronics,South,36,Female,5,254.19,3,762.57,4.6,5,4,0,Credit Card
Books,South,56,Female,1,35.16,3,105.48,3.9,15,2,0,COD
Beauty,East,63,Female,10,61.31,1,61.31,4.6,10,2,0,COD
Electronics,North,45,Male,10,548.42,2,1096.84,3.6,0,2,0,COD
Electronics,East,63,Female,3,556.6,5,2783.0,3.5,20,1,1,Net Banking
Books,South,44,Male,7,41.05,2,82.1,3.8,0,2,0,Credit Card
Home & Kitchen,East,21,Male,4,131.63,1,131.63,2.9,20,6,0,Credit Card
Sports,North,32,Male,9,122.18,4,488.72,4.0,25,3,0,UPI
Electronics,East,52,Male,5,322.67,2,645.34,3.3,5,5,0,UPI
Books,South,54,Male,5,44.98,1,44.98,4.0,25,1,1,COD
Electronics,East,18,Female,11,283.64,2,567.28,4.3,20,8,0,Net Banking
Electronics,North,20,Female,7,214.25,2,428.5,4.3,25,4,1,Debit Card
Electronics,East,64,Male,9,272.5,3,817.5,3.2,15,9,0,Credit Card
Sports,East,41,Male,6,130.14,2,260.28,4.0,5,4,0,COD
Home & Kitchen,East,44,Male,5,136.34,1,136.34,4.4,25,2,0,Net Banking
Home & Kitchen,East,57,Male,8,136.44,2,272.88,3.5,0,3,0,Credit Card
Clothing,East,53,Male,3,113.49,2,226.98,4.1,5,5,0,Net Banking
Sports,West,51,Female,6,144.8,1,144.8,3.2,5,6,0,Credit Card
Clothing,North,46,Male,4,63.27,2,126.54,4.0,5,7,0,Credit Card
Sports,West,41,Male,9,72.32,3,216.96,3.9,10,4,0,Debit Card
Clothing,South,41,Male,12,105.18,1,105.18,4.1,15,7,0,Debit Card
Clothing,North,59,Female,12,109.67,2,219.34,4.1,25,3,0,Credit Card
Clothing,North,21,Female,7,81.24,1,81.24,3.1,0,7,0,UPI
Clothing,South,20,Female,4,88.1,1,88.1,3.9,25,4,0,COD
Books,East,51,Female,7,22.71,1,22.71,4.9,25,8,0,Debit Card
Home & Kitchen,East,40,Male,11,187.32,1,187.32,2.7,0,9,0,Debit Card
Electronics,East,40,Male,4,475.49,3,1426.47,4.4,10,7,0,Credit Card
Sports,South,62,Female,12,102.36,1,102.36,4.6,20,8,0,Credit Card
Clothing,South,22,Male,5,43.69,2,87.38,3.1,15,8,0,Credit Card
Home & Kitchen,North,48,Female,12,203.89,1,203.89,3.5,20,2,0,Credit Card
Sports,South,58,Male,11,113.78,4,455.12,4.1,15,9,0,Credit Card
Home & Kitchen,South,23,Male,10,99.75,2,199.5,3.4,10,6,0,Credit Card
Electronics,North,54,Female,5,464.68,2,929.36,4.6,0,4,0,UPI
Beauty,North,27,Female,1,63.58,1,63.58,4.6,15,5,0,UPI
Home & Kitchen,East,57,Female,6,147.71,1,147.71,3.1,0,5,0,Net Banking
Clothing,East,24,Male,5,95.01,1,95.01,3.4,15,7,0,Credit Card
Electronics,West,56,Male,1,454.21,4,1816.84,4.3,20,9,0,UPI
Books,West,55,Male,7,43.43,2,86.86,4.6,15,7,0,Credit Card
Home & Kitchen,East,38,Male,6,79.73,2,159.46,4.9,30,9,0,UPI
Home & Kitchen,South,37,Male,8,87.3,2,174.6,3.4,10,4,0,Credit Card
Sports,East,20,Male,8,68.71,1,68.71,4.5,20,4,0,COD
Books,East,39,Male,3,35.71,2,71.42,3.7,15,6,0,Net Banking
Electronics,North,64,Male,12,481.15,2,962.3,4.2,30,8,0,UPI
Clothing,South,21,Male,3,108.58,2,217.16,4.2,15,9,0,Credit Card
Electronics,West,45,Male,7,517.81,2,1035.62,2.4,0,1,1,Debit Card
Books,South,29,Male,7,30.25,1,30.25,4.7,25,1,0,Debit Card
Electronics,East,55,Male,10,626.57,1,626.57,4.6,15,8,0,Credit Card
Home & Kitchen,East,53,Male,2,110.32,3,330.96,4.3,0,7,0,UPI
Books,North,64,Female,6,40.0,2,80.0,5.0,15,9,0,Net Banking
Sports,South,58,Male,8,94.53,1,94.53,4.3,25,3,1,Net Banking
Clothing,South,22,Male,4,89.6,4,358.4,3.5,15,5,0,Net Banking
Sports,North,30,Male,8,125.18,1,125.18,4.4,10,3,0,Net Banking
Electronics,North,40,Female,12,476.18,3,1428.54,3.6,20,5,0,COD
Sports,West,47,Female,12,65.33,5,326.65,3.8,20,1,0,UPI
Electronics,North,54,Female,1,396.04,3,1188.12,4.3,10,4,0,UPI
Clothing,South,42,Female,4,82.79,3,248.37,4.0,0,6,0,Net Banking
Books,South,44,Male,5,40.47,1,40.47,4.9,5,2,0,Debit Card
Electronics,West,31,Female,6,396.33,1,396.33,5.0,20,7,0,COD
Electronics,North,64,Female,4,595.87,2,1191.74,3.3,20,8,0,Credit Card
Books,South,53,Male,4,28.21,1,28.21,4.0,5,1,0,UPI
Books,West,56,Male,12,31.46,1,31.46,4.4,10,4,0,Credit Card
Home & Kitchen,West,33,Male,11,186.67,3,560.01,3.6,0,4,0,Credit Card
Books,North,39,Female,1,32.49,1,32.49,4.2,15,5,0,Credit Card
Home & Kitchen,West,38,Female,5,210.27,4,841.08,4.2,0,4,0,Debit Card
Clothing,South,38,Female,6,90.51,3,271.53,4.1,0,9,0,Credit Card
Clothing,South,25,Male,4,79.77,3,239.31,3.9,0,7,0,Debit Card
Electronics,North,33,Male,8,219.91,3,659.73,4.0,15,2,0,Debit Card
Sports,North,48,Male,9,93.2,3,279.6,3.7,10,1,0,Credit Card
Home & Kitchen,East,59,Male,11,115.09,3,345.27,4.5,5,9,0,Credit Card
Clothing,South,27,Female,10,97.35,2,194.7,4.6,25,1,0,Debit Card
Clothing,South,49,Female,8,55.25,1,55.25,4.3,0,6,0,Net Banking
Beauty,East,51,Male,9,38.08,3,114.24,3.5,10,2,0,Net Banking
Electronics,East,26,Female,5,289.6,3,868.8,3.8,25,4,1,Net Banking
Home & Kitchen,North,34,Male,8,90.09,2,180.18,3.9,10,6,0,COD
Home & Kitchen,East,28,Female,7,116.79,1,116.79,3.3,15,5,0,Debit Card
Home & Kitchen,North,49,Male,3,199.57,2,399.14,3.8,0,6,0,COD
Electronics,East,27,Male,4,535.47,1,535.47,3.9,20,3,0,Net Banking
Sports,East,39,Male,5,126.0,4,504.0,4.3,10,5,0,COD
Beauty,West,34,Male,12,70.06,5,350.3,3.9,20,2,0,Credit Card
Home & Kitchen,North,21,Male,4,110.8,1,110.8,4.4,5,7,0,COD
Books,North,64,Female,5,41.62,2,83.24,3.7,10,3,0,UPI
Beauty,South,42,Female,6,34.41,1,34.41,3.7,20,1,0,Net Banking
Books,North,38,Female,9,25.09,2,50.18,4.0,30,8,0,Credit Card
Electronics,North,54,Male,2,456.43,1,456.43,3.9,0,8,0,UPI
Home & Kitchen,West,55,Female,12,86.82,2,173.64,2.6,20,3,0,Credit Card
Home & Kitchen,North,18,Male,11,177.14,1,177.14,4.0,5,7,0,Credit Card
Clothing,North,42,Male,8,69.21,1,69.21,4.7,15,9,0,Credit Card
Books,East,53,Female,9,38.53,1,38.53,4.5,5,8,0,Net Banking
Beauty,South,34,Female,1,53.62,1,53.62,4.0,15,3,1,Credit Card
Beauty,East,58,Male,5,36.77,2,73.54,3.6,10,2,0,UPI
Clothing,North,41,Male,10,96.31,1,96.31,2.9,5,7,0,Credit Card
Electronics,South,19,Female,2,315.9,2,631.8,3.1,0,7,0,Debit Card
Beauty,North,57,Male,5,53.5,3,160.5,4.0,0,9,0,Credit Card
Sports,North,32,Male,8,58.7,3,176.1,4.9,25,5,1,Credit Card
Electronics,West,49,Male,4,469.5,3,1408.5,2.5,30,4,1,UPI
Beauty,North,56,Male,12,62.96,4,251.84,4.5,20,8,0,Debit Card
Sports,East,23,Male,3,89.62,1,89.62,3.5,5,4,0,Credit Card
Home & Kitchen,South,18,Male,10,209.44,1,209.44,3.6,10,4,0,Credit Card
Home & Kitchen,South,64,Female,7,197.88,2,395.76,3.3,20,2,0,Credit Card
Clothing,West,40,Male,10,94.22,4,376.88,3.1,30,1,0,COD
Electronics,North,56,Female,5,509.73,5,2548.65,4.0,10,4,0,UPI
Clothing,East,34,Female,7,58.69,1,58.69,3.9,20,7,0,Debit Card
Sports,West,51,Female,11,118.0,1,118.0,4.1,30,9,0,Credit Card
Electronics,East,58,Male,7,293.25,1,293.25,3.1,20,9,0,UPI
Clothing,West,46,Male,6,50.23,3,150.69,4.2,5,1,0,Credit Card
Clothing,North,26,Female,7,116.96,2,233.92,4.2,0,5,0,Credit Card
Home & Kitchen,South,30,Female,9,161.62,1,161.62,4.0,10,7,0,UPI
Sports,North,23,Male,7,94.96,2,189.92,3.6,10,7,0,UPI
Clothing,East,23,Female,12,61.48,2,122.96,4.0,5,6,1,Credit Card
Clothing,West,37,Male,5,86.11,3,258.33,3.7,5,4,0,Debit Card
Books,North,20,Male,7,16.49,1,16.49,4.7,20,3,0,COD
Clothing,East,34,Male,10,46.39,4,185.56,3.6,10,9,0,UPI
Electronics,North,29,Male,9,223.8,2,447.6,4.0,5,4,0,Debit Card
Clothing,East,64,Male,11,77.94,3,233.82,2.9,15,8,0,COD
Electronics,South,62,Female,12,462.25,3,1386.75,4.1,15,1,0,Net Banking
Electronics,West,18,Female,6,236.24,1,236.24,3.5,20,7,0,UPI
Home & Kitchen,East,34,Male,2,175.86,1,175.86,4.1,0,6,0,Debit Card
Clothing,South,20,Male,1,56.97,2,113.94,4.2,20,1,0,Credit Card
Sports,North,43,Male,9,120.89,1,120.89,3.5,15,4,0,UPI
Clothing,North,32,Male,11,115.59,3,346.77,3.8,0,5,0,Credit Card
Home & Kitchen,North,53,Female,4,171.52,2,343.04,3.9,20,8,0,Credit Card
Home & Kitchen,North,49,Female,3,199.18,3,597.54,4.0,10,4,0,UPI
Electronics,West,49,Female,2,608.24,1,608.24,4.3,5,3,0,Credit Card
Home & Kitchen,East,21,Female,10,142.09,1,142.09,4.1,10,2,0,Debit Card
Electronics,South,35,Male,5,504.98,2,1009.96,3.7,5,4,0,UPI
Beauty,North,36,Male,6,73.01,1,73.01,4.9,5,4,0,UPI
Electronics,West,60,Male,7,359.78,2,719.56,4.3,20,5,0,Credit Card
Clothing,East,52,Male,11,59.39,3,178.17,4.5,0,7,0,Credit Card
Electronics,North,57,Female,9,607.57,1,607.57,4.1,30,9,0,Debit Card
Beauty,East,31,Male,8,66.22,3,198.66,4.3,15,2,0,COD
Home & Kitchen,East,50,Male,3,103.63,1,103.63,3.7,0,5,0,Credit Card
Home & Kitchen,North,31,Female,7,136.67,1,136.67,3.6,0,9,0,Credit Card
Electronics,South,51,Female,9,544.51,5,2722.55,4.4,15,3,0,Net Banking
Books,South,21,Female,12,31.41,5,157.05,4.3,15,1,0,Credit Card
Electronics,North,41,Male,4,482.98,2,965.96,3.8,0,2,1,Net Banking
Sports,West,46,Male,1,127.88,4,511.52,3.3,5,6,0,UPI
Electronics,West,36,Male,2,471.24,2,942.48,4.7,20,5,0,UPI
Electronics,East,23,Male,6,436.83,1,436.83,4.0,0,1,0,UPI
Electronics,South,50,Male,10,524.84,1,524.84,3.3,20,1,0,Credit Card
Home & Kitchen,South,57,Male,1,176.77,4,707.08,3.8,15,4,0,UPI
Home & Kitchen,East,36,Female,7,162.7,1,162.7,3.7,10,4,0,COD
Electronics,East,18,Male,5,361.11,2,722.22,3.8,5,6,0,Debit Card
Books,North,22,Female,1,27.17,2,54.34,4.5,0,6,0,Debit Card
Clothing,South,44,Female,7,114.69,2,229.38,3.7,20,6,0,Net Banking
Home & Kitchen,West,33,Male,4,88.18,2,176.36,3.6,0,1,0,Credit Card
Clothing,South,23,Female,6,59.94,1,59.94,4.5,5,9,0,Debit Card
Clothing,North,57,Male,9,77.41,1,77.41,2.9,15,7,0,UPI
Home & Kitchen,East,30,Male,7,192.49,2,384.98,3.8,5,7,0,Net Banking
Electronics,North,52,Female,3,278.74,2,557.48,4.4,10,7,0,UPI
Electronics,North,36,Male,12,326.32,2,652.64,4.2,20,2,0,Debit Card
Sports,North,29,Female,8,57.71,2,115.42,4.3,10,2,0,COD
Beauty,South,33,Male,10,65.12,1,65.12,5.0,25,6,0,UPI
Clothing,East,60,Female,2,57.58,3,172.74,4.6,20,7,0,Credit Card
Clothing,South,27,Male,1,69.32,2,138.64,3.2,5,3,0,UPI
Home & Kitchen,North,42,Male,1,135.89,1,135.89,3.0,10,4,0,UPI
Clothing,West,37,Male,3,108.52,2,217.04,4.0,10,3,0,Debit Card
Electronics,West,48,Female,6,382.76,3,1148.28,3.2,15,7,0,COD
Electronics,West,21,Female,12,270.99,4,1083.96,2.9,5,7,0,UPI
Books,North,61,Female,7,30.73,1,30.73,4.4,30,4,0,UPI
Home & Kitchen,South,40,Male,5,210.67,2,421.34,4.1,15,7,0,Debit Card
Electronics,West,19,Female,8,465.23,1,465.23,4.8,10,5,0,Credit Card
Electronics,East,39,Female,2,623.02,1,623.02,4.3,15,1,0,Credit Card
Electronics,North,54,Female,8,563.27,2,1126.54,4.9,10,4,0,COD
Books,North,25,Male,8,16.08,2,32.16,4.4,20,7,0,Debit Card
Electronics,South,24,Female,10,486.53,3,1459.59,3.3,15,2,0,Credit Card
Electronics,West,31,Female,12,330.44,1,330.44,4.3,0,2,0,Credit Card
Books,East,20,Male,4,31.79,1,31.79,4.9,0,1,0,Debit Card
Electronics,South,33,Female,7,327.32,2,654.64,4.1,20,2,0,Net Banking
Home & Kitchen,North,36,Female,11,122.24,1,122.24,4.5,15,8,0,Net Banking
Electronics,East,35,Male,10,597.73,1,597.73,3.8,25,8,0,Credit Card
Electronics,West,33,Male,7,296.79,1,296.79,4.2,0,8,0,COD
Electronics,South,25,Male,12,577.13,1,577.13,3.8,5,1,0,UPI
Books,East,50,Female,1,15.91,1,15.91,5.0,0,1,0,Debit Card
Sports,West,29,Female,12,60.27,2,120.54,4.2,15,4,0,Debit Card
Sports,North,28,Male,1,138.18,1,138.18,3.2,10,6,0,Credit Card
Clothing,South,22,Female,8,88.18,1,88.18,4.7,0,8,0,COD
Home & Kitchen,South,44,Female,11,179.6,2,359.2,3.4,15,2,0,Credit Card
Electronics,East,29,Male,4,297.96,1,297.96,3.9,10,3,0,Credit Card
Clothing,East,34,Female,7,80.89,2,161.78,4.0,5,6,0,Net Banking
Sports,East,23,Female,5,126.2,1,126.2,4.1,10,4,0,Debit Card
Electronics,East,50,Female,12,473.47,1,473.47,4.1,20,2,0,Net Banking
Electronics,South,22,Female,10,408.11,1,408.11,3.3,5,7,0,UPI
Electronics,West,45,Female,9,613.11,1,613.11,4.1,5,4,0,UPI
Electronics,East,31,Female,8,493.99,2,987.98,4.5,5,8,0,COD
Electronics,North,22,Male,10,591.26,4,2365.04,4.4,20,8,0,Credit Card
Home & Kitchen,East,50,Female,6,177.09,1,177.09,3.1,20,7,0,Net Banking
Clothing,East,58,Female,7,96.37,1,96.37,3.5,10,9,0,Credit Card
Sports,South,36,Female,10,59.16,2,118.32,3.3,5,4,0,Net Banking
Sports,West,39,Male,6,87.67,2,175.34,4.0,25,7,0,Credit Card
Clothing,West,22,Female,2,105.95,3,317.85,3.0,30,1,0,Debit Card
Clothing,North,19,Male,2,57.14,1,57.14,3.2,15,4,0,COD
Clothing,West,47,Female,2,48.01,4,192.04,3.5,30,2,0,UPI
Home & Kitchen,North,64,Male,11,118.96,1,118.96,2.9,15,9,0,Debit Card
Clothing,North,56,Male,7,56.19,1,56.19,3.8,20,5,0,Net Banking
Home & Kitchen,North,21,Male,9,205.24,3,615.72,2.7,10,3,0,Debit Card
Clothing,West,50,Male,6,106.7,2,213.4,4.0,10,4,0,COD
Home & Kitchen,East,30,Female,4,143.95,2,287.9,3.6,0,6,0,UPI
Clothing,North,37,Female,5,43.78,2,87.56,3.5,20,1,0,Credit Card
Clothing,South,24,Female,10,94.74,2,189.48,3.6,25,7,1,Credit Card
Beauty,East,32,Male,8,60.66,1,60.66,4.1,15,8,0,Credit Card
Books,North,40,Male,12,44.12,2,88.24,4.5,5,7,0,Credit Card
Electronics,West,31,Female,9,444.76,1,444.76,4.6,0,7,0,UPI
Sports,West,40,Female,8,85.31,3,255.93,4.3,5,9,0,Credit Card
Home & Kitchen,South,36,Male,8,146.74,5,733.7,4.9,5,4,0,Credit Card
Sports,West,46,Male,12,150.88,1,150.88,4.1,15,7,0,Credit Card
Books,South,37,Male,10,35.89,1,35.89,4.3,25,9,0,Net Banking
Clothing,West,46,Female,1,91.41,1,91.41,3.6,0,5,0,Debit Card
Electronics,East,41,Female,7,311.09,1,311.09,3.7,0,2,0,UPI
Clothing,East,35,Male,9,97.0,4,388.0,4.1,15,5,0,COD
Home & Kitchen,North,27,Male,10,180.04,1,180.04,3.3,5,4,0,Credit Card
Home & Kitchen,West,58,Female,4,117.69,1,117.69,3.9,25,8,0,COD
Clothing,South,25,Male,11,76.73,3,230.19,3.8,5,5,0,Debit Card
Electronics,North,43,Male,12,333.73,3,1001.19,3.5,5,9,0,Credit Card
Sports,North,46,Female,4,77.39,2,154.78,3.3,5,9,0,Debit Card
Beauty,East,27,Male,11,28.4,2,56.8,5.0,0,3,0,Net Banking
Home & Kitchen,South,34,Male,2,113.07,2,226.14,3.1,15,6,0,UPI
Electronics,East,19,Female,1,442.67,5,2213.35,3.9,0,6,0,Net Banking
Clothing,West,23,Female,3,39.12,2,78.24,4.4,10,4,0,Credit Card
Electronics,North,22,Female,1,328.95,2,657.9,4.2,10,3,0,Credit Card
Sports,East,45,Female,11,140.9,1,140.9,3.6,0,1,0,Credit Card
Electronics,North,58,Female,1,459.33,1,459.33,3.3,0,7,0,Credit Card
Home & Kitchen,West,22,Female,5,159.53,2,319.06,3.9,10,5,0,Credit Card
Clothing,West,35,Male,2,70.46,4,281.84,2.5,15,7,0,COD
Home & Kitchen,East,43,Female,5,169.41,3,508.23,3.9,25,1,1,Credit Card
Home & Kitchen,East,37,Female,2,99.35,5,496.75,3.8,0,8,0,UPI
Sports,South,58,Male,9,134.51,2,269.02,4.3,0,3,0,UPI
Electronics,South,44,Male,3,259.01,3,777.03,3.3,0,7,0,COD
Electronics,West,29,Male,11,485.52,3,1456.56,3.7,10,3,1,COD
Electronics,South,24,Male,10,353.28,2,706.56,4.1,15,3,0,Debit Card
Sports,South,20,Male,1,127.25,1,127.25,3.9,20,9,0,COD
Sports,South,27,Female,11,107.08,2,214.16,3.1,15,2,0,Net Banking
Home & Kitchen,West,51,Female,1,137.14,3,411.42,3.5,5,4,0,COD
Home & Kitchen,South,42,Male,4,96.4,1,96.4,4.5,10,6,0,Debit Card
Home & Kitchen,North,52,Male,1,163.7,4,654.8,3.9,25,3,0,Credit Card
Electronics,East,33,Male,5,619.4,1,619.4,3.1,5,7,0,UPI
Sports,West,19,Female,7,135.21,2,270.42,4.2,10,7,0,Debit Card
Clothing,North,41,Male,10,43.68,2,87.36,3.0,25,5,0,UPI
Clothing,North,27,Male,5,68.35,2,136.7,3.6,20,3,0,Credit Card
Home & Kitchen,North,55,Male,9,205.28,1,205.28,4.1,20,2,0,UPI
Electronics,South,39,Male,3,421.28,4,1685.12,4.5,5,4,0,COD
Electronics,South,43,Male,10,488.09,2,976.18,2.7,10,4,0,Credit Card
Books,East,60,Female,4,42.38,1,42.38,4.6,0,8,0,Net Banking
Electronics,East,56,Female,3,576.99,2,1153.98,4.3,15,8,0,Debit Card
Home & Kitchen,East,44,Female,3,144.26,1,144.26,3.5,0,5,0,COD
Electronics,South,46,Male,3,393.81,1,393.81,3.9,20,6,0,COD
Clothing,West,64,Female,7,65.5,1,65.5,2.3,20,8,0,Net Banking
Clothing,South,55,Female,11,95.08,3,285.24,2.4,10,1,0,UPI
Clothing,West,37,Male,2,61.38,2,122.76,4.4,0,5,0,Credit Card
Books,East,44,Female,9,22.5,2,45.0,3.9,0,4,0,UPI
Clothing,North,58,Male,9,66.79,1,66.79,3.6,20,4,0,Net Banking
Home & Kitchen,East,37,Female,11,97.52,1,97.52,3.9,15,2,0,COD
Home & Kitchen,South,61,Male,4,172.1,4,688.4,3.6,15,1,0,Net Banking
Home & Kitchen,East,36,Female,7,160.74,2,321.48,3.6,5,6,0,Credit Card
Beauty,North,37,Male,12,53.08,4,212.32,4.3,10,7,0,Debit Card
Books,North,52,Female,9,26.71,1,26.71,3.5,20,5,0,UPI
Electronics,West,64,Female,6,591.81,1,591.81,4.5,10,8,0,Credit Card
Electronics,North,19,Female,3,222.23,3,666.69,3.8,15,9,0,Credit Card
Clothing,West,47,Male,4,98.99,2,197.98,3.3,20,2,0,Credit Card
Home & Kitchen,North,51,Male,8,201.87,1,201.87,3.2,5,4,0,Net Banking
Electronics,East,39,Female,9,397.47,1,397.47,3.9,0,9,0,Credit Card
Home & Kitchen,East,20,Male,3,151.3,3,453.9,3.6,10,5,0,Credit Card
Home & Kitchen,South,23,Male,8,208.0,2,416.0,3.0,0,3,0,COD
Clothing,South,32,Female,8,55.56,2,111.12,3.5,20,6,0,UPI
Books,North,44,Female,7,30.6,1,30.6,3.8,15,3,1,Credit Card
Electronics,North,27,Male,9,409.38,1,409.38,4.5,25,5,0,Credit Card
Electronics,South,26,Male,11,318.52,5,1592.6,4.0,15,3,0,Credit Card
Books,East,50,Male,5,39.56,1,39.56,5.0,0,6,0,Credit Card
Home & Kitchen,West,49,Female,11,201.54,2,403.08,3.4,5,5,0,Credit Card
Books,West,23,Female,3,38.46,3,115.38,4.1,20,9,0,Debit Card
Clothing,East,58,Female,3,54.24,1,54.24,4.0,0,3,0,Credit Card
Electronics,East,53,Female,4,246.43,1,246.43,4.2,15,6,0,UPI
Sports,East,19,Male,2,112.76,2,225.52,4.2,20,8,0,Net Banking
Books,North,46,Male,4,16.71,2,33.42,3.8,5,7,0,UPI
Books,West,21,Male,2,35.18,2,70.36,3.8,5,6,0,COD
Clothing,East,18,Male,10,80.37,1,80.37,3.6,15,2,0,UPI
Home & Kitchen,East,36,Female,3,167.44,2,334.88,4.5,20,7,0,UPI
Clothing,North,43,Female,10,85.03,2,170.06,3.3,5,8,0,Debit Card
Electronics,South,42,Male,1,387.54,2,775.08,3.6,25,1,0,Credit Card
Sports,South,27,Male,12,71.49,1,71.49,4.2,15,9,0,Credit Card
Electronics,West,32,Female,9,338.39,2,676.78,4.2,30,4,0,Debit Card
Beauty,East,39,Female,1,55.32,4,221.28,4.4,0,8,0,UPI
Clothing,South,38,Male,10,89.85,2,179.7,3.8,0,7,0,Net Banking
Electronics,West,39,Female,7,537.38,2,1074.76,3.4,20,7,0,COD
Home & Kitchen,North,53,Female,10,182.47,2,364.94,3.5,20,2,0,UPI
Sports,South,51,Male,7,150.21,3,450.63,4.4,10,1,0,Debit Card
Books,North,47,Female,9,23.58,4,94.32,4.6,15,4,0,UPI
Sports,East,42,Male,10,58.25,1,58.25,3.1,20,2,0,COD
Home & Kitchen,West,62,Female,6,121.77,1,121.77,4.2,0,8,0,Net Banking
Books,South,45,Female,1,37.3,1,37.3,4.9,15,7,0,COD
Sports,West,18,Female,11,95.69,1,95.69,3.8,20,8,0,Credit Card
Electronics,South,62,Female,6,553.47,1,553.47,4.1,10,6,0,Net Banking
Home & Kitchen,West,21,Male,7,151.1,3,453.3,4.3,5,1,1,Credit Card
Electronics,East,24,Female,1,600.51,1,600.51,3.6,20,9,0,Credit Card
Beauty,West,26,Female,7,78.18,2,156.36,5.0,5,6,0,COD
Beauty,North,53,Female,12,30.74,2,61.48,4.7,0,1,0,Credit Card
Electronics,West,36,Female,5,401.69,1,401.69,4.2,25,1,0,COD
Books,East,18,Female,6,33.29,4,133.16,4.2,15,8,0,Credit Card
Beauty,South,27,Female,9,40.82,3,122.46,4.3,20,6,0,Net Banking
Electronics,West,53,Male,10,380.97,2,761.94,3.1,20,8,0,Credit Card
Home & Kitchen,South,26,Female,6,169.59,1,169.59,4.8,0,8,0,UPI
Sports,West,62,Female,5,74.13,1,74.13,4.4,0,8,0,Credit Card
Electronics,North,63,Female,12,462.83,2,925.66,4.6,5,7,0,Debit Card
Books,East,59,Female,9,35.92,1,35.92,4.2,5,7,0,UPI
Clothing,East,49,Male,2,46.06,2,92.12,3.6,15,4,0,Debit Card
Beauty,North,49,Male,2,53.87,3,161.61,3.8,15,9,1,Credit Card
Beauty,North,23,Female,7,41.21,1,41.21,4.5,10,2,0,Credit Card
Beauty,North,55,Female,4,66.12,3,198.36,3.8,5,9,0,Credit Card
Home & Kitchen,South,34,Male,4,99.3,1,99.3,3.7,10,3,0,UPI
Sports,South,27,Female,11,142.01,4,568.04,4.1,10,2,0,Net Banking
Sports,East,44,Male,2,94.96,1,94.96,3.5,10,4,0,COD
Clothing,South,52,Female,9,54.44,2,108.88,4.3,0,5,0,Credit Card
Sports,South,38,Male,5,95.68,1,95.68,3.8,15,2,0,UPI
Electronics,East,42,Male,10,381.67,3,1145.01,3.1,0,1,0,Net Banking
Home & Kitchen,North,45,Male,9,133.76,2,267.52,3.5,10,5,0,Credit Card
Electronics,West,64,Male,1,455.94,1,455.94,4.6,15,9,0,UPI
Electronics,West,32,Male,7,428.89,2,857.78,3.4,0,5,0,UPI
Electronics,East,21,Male,3,272.91,1,272.91,4.3,15,9,0,Credit Card
Books,East,46,Male,11,16.97,2,33.94,4.3,5,6,0,Credit Card
Clothing,West,26,Female,11,95.89,3,287.67,3.7,0,3,0,Credit Card
Books,North,44,Female,6,31.79,1,31.79,5.0,0,4,0,Debit Card
Electronics,North,43,Male,7,360.78,1,360.78,3.3,25,4,1,Credit Card
Clothing,North,36,Female,5,102.05,1,102.05,3.4,10,1,0,Credit Card
Home & Kitchen,East,45,Male,9,127.88,2,255.76,3.8,30,3,0,UPI
Books,North,34,Female,6,38.88,1,38.88,5.0,10,3,0,Credit Card
Clothing,East,60,Female,4,62.85,1,62.85,3.8,10,1,0,Credit Card
Home & Kitchen,West,58,Male,6,82.49,1,82.49,3.9,10,9,0,COD
Sports,West,59,Male,2,146.13,1,146.13,3.6,5,1,0,Credit Card
Home & Kitchen,South,37,Male,10,128.82,5,644.1,4.0,5,9,0,Debit Card
Electronics,North,62,Male,1,542.93,1,542.93,3.8,5,1,0,UPI
Electronics,West,57,Female,9,327.24,2,654.48,4.2,10,2,0,Debit Card
Sports,East,56,Male,3,116.93,3,350.79,4.2,0,2,0,Debit Card
Electronics,North,40,Male,4,576.79,2,1153.58,3.8,5,6,0,Credit Card
Sports,North,64,Male,8,55.25,1,55.25,3.2,5,7,0,Net Banking
Home & Kitchen,West,49,Male,12,191.61,2,383.22,3.8,10,1,0,UPI
